name,manufacturer,price,salt_name,strength
Imdur,Barrett,Rs 197,Isosorbide Mononitrate,60mg
Isotrate,Mass-PH Health,Rs 107,Isosorbide Mononitrate,10mg
Isotrate,Mass-PH Health,Rs 160,Isosorbide Mononitrate,40mg
Ivagen,Genix,Rs 420,Ivabradine,5mg
Ivagen,Genix,Rs 420,Ivabradine,7.5mg
Ivaset,Highnoon,Rs 182,Ivabradine,5mg
Ivaset,Highnoon,Rs 280,Ivabradine,7.5mg
Ivatab,Nabi Qasim,Rs 462,Ivabradine,5mg
Ivatab,Nabi Qasim,Rs 217,Ivabradine,7.5mg
Ikodil,OBS,Rs 330,Nicronadil,20mg
Inspra,Martin Dow,Rs 290,Montelukast,4mg
Inspra,Martin Dow,Rs 500,Montelukast,10mg
Inspra,Martin Dow,Rs 190,Montelukast,4mg
Inspra,Martin Dow,Rs 248,Montelukast,5mg
Inosita Plus,Pharm Evo,Rs 258,Sitagliptin,50mg
Ironone 150mg,RG Pharma,Rs 203,,
Inograf,Platinum,Rs 483,"Tacrolimus, Oral",0.5 mg
Inograf,Platinum,Rs 783,"Tacrolimus, Oral",1 mg
Inograf,Platinum,"Rs 4,073","Tacrolimus, Oral",5 mg
Inaba,Matrix,Rs 593,,
Inosita Plus XR,Pharm Evo,Rs 275,Metformin,50mg
Inosita Plus XR,Pharm Evo,Rs 283,Metformin,50mg
Inosita Plus XR,Pharm Evo,Rs 333,Metformin,100mg
Ilevro Eye Drop,Novartis,Rs 773,Nepafenac,3mg
Itaglip,Sami,Rs 375,Sitagliptin,50mg
Infexin,Martin Dow Marker,Rs 137,,
Irobest,Titlis Pharma,Rs 159,Iron Polymaltose,
Irobest-F,Titlis Pharma,Rs 120,Iron Polymaltose,
Indazole,Indus Pharma,Rs 240,Esomeprazole,20 mg
Itotab,Hirani's Pharma,Rs 190,Itopride,50 mg
Itotab-OD,Hirani's Pharma,Rs 300,Itopride,150 mg
Imuzer,AGP,Rs 15,Zinc,
Inderal,ICI Pakistan Limited,Rs 71,Propranolol HCl,10 mg
Infacol Plus Gel Suspension 60 ml,Ambrosia,Rs 155,Dicyclomine,
Inderal 40 mg,ICI Pakistan Limited,Rs 136,Propranolol HCl,
Imodium 2 mg Capsule 5 x 12's Pack,Aspin Pharma,Rs 69,Loperamide,
Imutrex,Crystolite Pharma,Rs 100,,
Indiga,Indus Pharma,Rs 50,Gabapentin,100mg
Incetax,Brookes,Rs 75,Cefotaxime,250mg
Infexin,Martin Dow Marker,Rs 49,Cephradine,250mg
Infexin,Martin Dow Marker,Rs 65,Cephradine,500mg
Inflam,Icon,Rs 24,Ibuprofen,100mg
Inflam,Icon,Rs 48,Ibuprofen,100mg
Inflam,Icon,Rs 36,Ibuprofen,100mg
Inflam,Icon,Rs 24,Ibuprofen,600mg
Ibulis,Titlis Pharma,Rs 98,Ibuprofen,100 mg
Irobest,Titlis Pharma,Rs 94,Iron Polymaltose,
Inosita Plus 50/1000mg,Pharm Evo,Rs 209,Sitagliptin,50mg
Imuran,GlaxoSmithKline,Rs 430,Azathioprine,50 mg
Inofolic,Galaxy,Rs 136,Folic Acid,
Inventive,Amson,Rs 215,,
Insulin Pen,Novo Nordisk,"Rs 2,600",Insulin,
IMIGRAN 100MG TABLET,GlaxoSmithKline,Rs 512,,
IMIGRAN FDT( Sumatriptan Succinate) 50MG TABLET,GlaxoSmithKline,Rs 330,,
INFANRIX  HEXA,GlaxoSmithKline,"Rs 1,750",DPT+Polio+Hib+Hepatitis B vaccine,
Ismo,Martin Dow,Rs 79,Isosorbide Mononitrate,20mg
Ivatab,Nabi Qasim,Rs 325,Ivabradine,5mg
IVEFER 100MG INJECTION,Bayer,Rs 340,Iron Sucrose,100mg
Inderal,ICI Pakistan Limited,Rs 107,Propranolol HCl,10 mg
Inderal,ICI Pakistan Limited,Rs 224,Propranolol HCl,
Initial,Grays,Rs 85,Glimepiride,2mg
Initial,Grays,Rs 85,Glimepiride,3mg
Initial,Grays,Rs 170,Glimepiride,4mg
Isoflurane inj,Adcare,"Rs 2,110",Isoflurane,99.9%
Isoflurane inj,Akhai,"Rs 2,482",Isoflurane,99.9%
Isoflurane inj,Akhai,"Rs 5,773",Isoflurane,99.9%
Indiga,Indus Pharma,Rs 140,Gabapentin,300mg
Indiga,Indus Pharma,Rs 169,Gabapentin,400mg
Innomax,Avital Pharma,Rs 900,Topiramate,25mg
Innomax,Avital Pharma,"Rs 1,200",Topiramate,50mg
Ibandro,Pharm Evo,Rs 525,Ibandronic Acid,150mg
Irzazitho,Irza,Rs 250,Azithromycin,250mg
Irzazitho,Irza,Rs 165,Azithromycin,200mg
Irzazitho,Irza,Rs 250,Azithromycin,250mg
Irzaphenicol,Irza,Rs 200,Chloramphenicol,125mg
Irzaclare,Irza,Rs 223,Clarithromycin,125mg
Irzaclare,Irza,Rs 240,Clarithromycin,250mg
Irzaclare,Irza,Rs 445,Clarithromycin,500mg
Intezole,Pharma Ethics,Rs 119,Esomeperazole,20mg
Isomez,Isis,Rs 119,Esomeperazole,20mg
Isomez,Isis,Rs 198,Esomeperazole,40mg
Infectoflam,Novartis,Rs 178,cinnarizine,0.1%|0.3%
Infectran,Zafa,Rs 8,Trimethoprim,80mg|400mg
Infectoflam,Novartis,Rs 185,cinnarizine,0.1%
I-Menate,Irza,Rs 4,Dimehydrinate,50mg
I-Mazine,Irza,Rs 135,Promethazine HCL,10mg
Irene,Zephyr Pharmatec,Rs 38,Sulfadoxine,500mg
Ipracin,Ipharm,Rs 125,Amikacin,500mg
I-Cit,Irza,Rs 186,Cetirizine,1mg|ml
I-Cit,Irza,Rs 149,Cetirizine,10mg
Ifosfamin,Pharmadic,"Rs 1,200",Ifosfamide,1gm
Ifosfamin,Pharmadic,"Rs 2,000",Ifosfamide,2gm
INF-A,Ferozsons,Rs 450,Interferon Alfa-2a,3MIU
Intefen,Nova Med,"Rs 1,000",Interferon Alfa-2a,3MIU
Intefen,Nova Med,"Rs 1,000",Interferon Alfa-2a,3MIU
Intefen,Nova Med,"Rs 1,800",Interferon Alfa-2a,5MIU
Inter 2A,Gene-Tech,Rs 750,Interferon Alfa-2a,3MIU
Inter 2A,Gene-Tech,"Rs 1,050",Interferon Alfa-2a,4.5MIU
Inter 2A,Gene-Tech,"Rs 1,500",Interferon Alfa-2a,9MIU
Intermax,Aster,"Rs 1,050",Interferon Alfa-2a,3MIU
Intermax,Aster,"Rs 1,350",Interferon Alfa-2a,6MIU
INF,Ferozsons,Rs 450,Interferon Alfa-2b.,3MIU
Interlong,Accurate,Rs 650,Interferon Alfa-2b.,3MIU
Interlong,Accurate,"Rs 1,100",Interferon Alfa-2b.,5MIU
Ipratec,Highnoon,Rs 251,Ipratropium Bromide,250mcg
Ipratec-S,Highnoon,Rs 150,Ipratropium Bromide,20mcg
Ipratee,Geofman,Rs 250,Ipratropium Bromide,40ug
Iron(PS),English Pharma,Rs 180,Iron Protein Succinylate,800mg
Iron(PS),English Pharma,Rs 300,Iron Protein Succinylate,800mg
Isoniazid Tab,Genera,Rs 138,Isoniazid,100mg
Isoniazid,Irza,Rs 0,Isoniazid,100mg
Isoniazid,Jawa,Rs 143,Isoniazid,100mg
Isoniazid,LCPW,Rs 249,Isoniazid,100mg
Isoniazid,Lisko,Rs 13,Isoniazid,300mg
Isoniazid,Unexo,Rs 159,Isoniazid,100mg
Isoderm,Candid,Rs 304,Isotretinoin Topical,20mg
Isoface,Genome Pharma,Rs 304,Isotretinoin Topical,20mg
Jentin Met,Searle,Rs 232,Sitagliptin,50mg
Jetepar,Popular,Rs 316,Betaine Glucuronate,
Jezeta,Hilton,Rs 561,Atorvastatin calcium trihydrate,20mg
Jentin Met,Searle,Rs 235,Sitagliptin,50mg
Jardin D,High-Q,Rs 259,Desloratadine,0.5mg
Jardin D,High-Q,Rs 259,Desloratadine,5mg
Jezeta,Hilton,Rs 700,Atorvastatin calcium trihydrate,10mg
Jezeta,Hilton,Rs 348,Atorvastatin calcium trihydrate,10mg
Joint care,Schazoo Pharmaceuticals,Rs 284,Glucosamine sulphate,500mg
Jovit,Shaigan,Rs 290,Glucosamine sulphate,500mg
Jentin,Searle,Rs 189,Sitagliptin,50mg
Juvia-M Plus,Helix Pharma,Rs 340,Metformin,50mg
Juvia-M Plus,Helix Pharma,Rs 330,Sitagliptin,50mg
Jantovia-M XR,Aspin Pharma,Rs 532,Metformin,100mg
Jantovia-M XR,Aspin Pharma,Rs 420,Metformin,50mg
Jantovia-M,Aspin Pharma,Rs 420,Metformin,50mg
Jardy,CCL,Rs 330,Empagliflozin,25 mg
Jardy,CCL,Rs 219,Empagliflozin,10 mg
Jade,Scotmann,Rs 100,Loratadine,10 mg
Jentin met XR,Searle,Rs 242,Sitagliptin,50
Jardy-Met,CCL,Rs 260,,
Johar Joshanda Sugar Free,Qarshi,Rs 100,,
Jade,Scotman,Rs 90,Loratadine,5mg
Jardin,High-Q,Rs 128,Desloratadine,10mg
Janumet,OBS,Rs 500,Sitagliptin,50mg
Japanese Matcha Tea,Ocha,"Rs 2,000",,
Januvia,OBS,"Rs 1,550",Sitagliptin,100mg
Janumet,OBS,Rs 775,Sitagliptin,50mg
Jalgesic,Irza,Rs 11,Dextropropoxyphene,32.5mg
Jasartan,Jawa,Rs 100,Losartan Potassium,50mg
Jintrotide,Accurate,"Rs 3,700",Octreotide Acetate,0.1mg
Jawaclar,Jawa,Rs 240,Clarithromycin,250mg
Jawaclar,Jawa,Rs 445,Clarithromycin,500mg
Jperidon,Jawa,Rs 43,Domperidone,10mg
Jits,Unimark,Rs 119,Esomeperazole,20mg
Jits,Unimark,Rs 198,Esomeperazole,40mg
Jalacin,Irza,Rs 150,Clindamycin,150mg
Jalacin,Irza,Rs 275,Clindamycin,300mg
Jilifen,A.J Mirza,"Rs 3,300",Filgrastim,300mcg
Jilifen,A.J Mirza,"Rs 4,500",Filgrastim,450mcg
Jasic,Libra,Rs 205,Flurbiprofen,100mg
Jalac,Jawa,Rs 142,Lactulose,3.35gm|5ml
Jevelexin,Jawa,Rs 250,Levofloxacin,250mg
Jevelexin,Jawa,Rs 416,Levofloxacin,500mg
Jusline 30/70,Julphar Pakistan,Rs 439,Soluble Insulin,100IU
Jusline Regular,Julphar Pakistan,Rs 464,Insulin Regular,100IU
Jetox,Irza,Rs 4,Attapulgite,500 mg
JA-Stan,Irza,Rs 450,Mefenamic Acid,250mg
JA-Stan,Irza,Rs 16,Mefenamic Acid,250mg
JA-Stan,Irza,Rs 20,Mefenamic Acid,500mg
JA-Stan,Irza,Rs 175,Mefenamic Acid,500mg
Jetamol,Jinnah Pharma,Rs 14,Paracetamol,500mg
Jaycil,Akson,Rs 95,Cefadroxil,500mg
Jaycil,Akson,Rs 159,Cefadroxil,250mg|5ml
Joncef,Ferroza,Rs 187,Cefadroxil,500mg
Jewpime,Jawa,Rs 460,Cefepime,1 gm
Jewpime,Jawa,Rs 275,Cefepime,500mg
Joincef,Mcolson,Rs 250,Cefoperazone,500mg
Joincef,Mcolson,Rs 350,Cefoperazone,1000mg
Joop,Danas,Rs 250,Cefoperazone,500mg
Joop,Danas,Rs 350,Cefoperazone,1000mg
Jafotax,Jawa,Rs 160,Cefotaxime,1gm
Jizdime,Jinnah Pharma,Rs 275,Ceftazidime,1gm
Jizdime,Jinnah Pharma,Rs 144,Ceftazidime,500mg
JCEF,Jinnah Pharma,Rs 321,Ceftriaxone,1gm
JCEF,Jinnah Pharma,Rs 450,Ceftriaxone,2gm
JCEF,Jinnah Pharma,Rs 101,Ceftriaxone,250mg
JCEF,Jinnah Pharma,Rs 170,Ceftriaxone,500mg
Jaflex,Jafson,Rs 165,Cephalexin,500mg
Jafzen,Jafson,Rs 195,Cephradine,500mg
Jakavi,Novartis,"Rs 487,438",Ruxolitinib,15mg
Joinix,Shrooq,Rs 16,Glucosamine sulphate,500mg
Jaefen,Irza,Rs 9,Ibuprofen,200mg
Jaefen,Irza,Rs 242,Ibuprofen,400mg
Jorr,Grays,Rs 106,Meloxicam,15mg
Japra,Irza,Rs 42,Naproxen,250mg
Japra,Irza,Rs 72,Naproxen,500mg
Jaldin,Irza,Rs 67,Piroxicam,20mg
Jaldin,Irza,Rs 67,Piroxicam,20mg
Jexim,Bloom Pharma,Rs 256,Tenoxicam,20mg
Jentin,Searle,Rs 306,Sitagliptin,100mg
Jalgesic,Irza,Rs 11,Dextropropoxyphene,
Juvapyrine,Progressive,Rs 300,Aspirin,300mg
JA-stan,Irza,Rs 12,Mefenamic Acid,250 mg
Jointace Rose Hip,Vitabiotics,"Rs 1,000",,
Jingle,Scotman,Rs 120,Atenolol,100mg
Jingle,Scotman,Rs 65,Atenolol,50mg
Jaclamide,Jinnah Pharma,Rs 7,Glibenclamide,5mg
Jperidon,Jawa,Rs 55,Domperidone,5mg|5ml
Jardin D,High-Q,Rs 90,Desloratadine,0.5mg
Jastine,Wisdom,Rs 95,Ebastine,10mg
Jeprin,Genome Pharma,Rs 8,Aspirin,75mg
Jantal,Irza,Rs 19,Albendazole,100mg
Jantal,Irza,Rs 19,Albendazole,200mg
Jenzole,Jawa,Rs 19,Albendazole,100mg
Jenzole,Jawa,Rs 50,Albendazole,200mg
Jenzole,Jawa,Rs 10,Albendazole,200mg
Jade,Scotman,Rs 75,Loratadine,10mg
Japril,Jawa,Rs 33,Enalapril Maleate,10mg
Japril,Jawa,Rs 28,Enalapril Maleate,5mg
Kemadrin,GlaxoSmithKline,Rs 217,Procyclidine,5 mg
Ketress 40 mg,ICI Pakistan Limited,Rs 43,Levamisole,
Kenacomb Cream 20G,GlaxoSmithKline,Rs 292,Triamcinolone,
Kempro,Adamjee Pharmaceuticals,Rs 103,Procyclidine,5mg
Keplin,Genetics Pharmaceuticals,Rs 575,L-Methylfolate,15mg
Kanadex 0.5mg Tabet,Isis,Rs 20,Dexamethasone,
Kinz,Sami,Rs 107,Nalbuphine,10mg
Keppra,GlaxoSmithKline,Rs 471,Levetiracetam,250mg
Keppra,GlaxoSmithKline,Rs 781,Levetiracetam,500mg
Keptiron,Surge,Rs 750,Levetiracetam,250mg
Keptiron,Surge,"Rs 1,399",Levetiracetam,500mg
Klevra,Pharm Evo,Rs 489,Levetiracetam,100mg
Klevra,Pharm Evo,Rs 340,Levetiracetam,250mg
Klevra,Pharm Evo,Rs 638,Levetiracetam,500mg
Kroff,High-Q,Rs 360,,
Kedronico,Oncogene,"Rs 16,150",Zoledronic Acid,4mg
Kinra,Tabroos,Rs 235,Azithromycin,250mg
Kairo,Scotman,Rs 276,Clarithromycin,125mg
Kairo,Scotman,Rs 300,Clarithromycin,250mg
Kairo,Scotman,Rs 500,Clarithromycin,500mg
Klabid,Efroze,Rs 223,Clarithromycin,125mg
Klabid,Efroze,Rs 360,Clarithromycin,500mg
Klaribact,Martin Dow Marker,Rs 428,Clarithromycin,125mg
Klaribact,Martin Dow Marker,Rs 441,Clarithromycin,250mg
Klaribact,Martin Dow,Rs 774,Clarithromycin,500mg
Klaricid Injection,Abbott Laboratories,Rs 394,Clarithromycin,500mg
Klaricid 125mg/5ml 60ml,Abbott Laboratories,Rs 462,Clarithromycin,125mg
Klaricid 125mg/5ml 30ml,Abbott Laboratories,Rs 246,Clarithromycin,125mg
Klaricid DS-Granules,Abbott Laboratories,Rs 737,Clarithromycin,250mg
Klaricid,Abbott Laboratories,Rs 483,Clarithromycin,250mg
Klaricid,Abbott Laboratories,Rs 873,Clarithromycin,500mg
Klaricid XL,Abbott Laboratories,Rs 436,Clarithromycin,500mg
Klofix ES,Himont,Rs 147,Esomeperazole,20mg
Klofix ES,Himont,Rs 429,Esomeperazole,40mg
Kestine,Highnoon,Rs 120,Ebastine,5mg
Konac,Remington,Rs 142,Diclofenac Sodium,0.1%
Ketro,Vega,Rs 138,Ketorolac,0.5%
Ketrosan,Sante,Rs 212,Ketorolac,0.5%
Kovex,Continental Pharma,Rs 108,Amikacin,250mg
Kovex,Continental Pharma,Rs 194,Amikacin,500mg
Ketoval,Valor,Rs 300,Ketoconazole,200mg
Kolac,Asian Continental,Rs 232,Lactulose,3.35gm
KalSob,Pharm Evo,Rs 750,Calcium Supplement,
Keflex,AGP,Rs 173,Cephalexin,250mg
Keflex,AGP,Rs 339,Cephalexin,500mg
Keflex 10 ml Drop,AGP,Rs 127,Cephalexin,100mg
Keflex 60 ml Suspention,AGP,Rs 198,Cephalexin,250mg
Kefzol,AGP,Rs 288,Cephazolin,1gm
Kefril,Werick,Rs 170,Cephradine,500mg
Kefril,Werick,Rs 125,Cephradine,250mg|5ml
Karty,CCL,"Rs 1,091",Diacerein,50mg
Klic,Tabroos,Rs 116,Diclofenac potassium,50mg
Kinz,Sami,Rs 145,Nalbuphine,20mg
Ketor,Genix,Rs 825,Ketorolac tromethamine,30mg
Kast,Semos,Rs 320,Montelukast,10 mg
Kast,Semos,Rs 190,Montelukast,5 mg
Kestore 10mg,Scilife,Rs 200,Rosuvastatin calcium,
Kapdex DR Capsules,Aspin Pharma,Rs 451,Dexlansoprazole,30 mg
Kapdex DR Capsules,Aspin Pharma,Rs 696,Dexlansoprazole,60 mg
Ketoval,Valor,Rs 276,,
Korzin,Venture,Rs 65,Serrapeptase,5mg
Kestore,Scilife,Rs 300,Rosuvastatin calcium,20mg
Kestine,Highnoon,Rs 297,Ebastine,10 mg
Kestine,Highnoon,Rs 465,Ebastine,20 mg
Kefentech,Matrix,Rs 600,Ketoprofen,30 mg
Kosnate - D Plus,AGP,Rs 35,Vitamin D3,
Ketorite,CCL,Rs 429,,
Ketor 10mg,Genix,Rs 136,,
Ketress Syrup,ICI Pakistan Limited,Rs 79,Levamisole,
Kleen Eneema,Nabi Qasim,Rs 85,Enema Liquid,
Keflex,AGP,Rs 114,Cephalexin,125mg
K-Kort 40MG,Ophth Pharma,Rs 93,Triamcinolone,
Kovex,Continental Pharma,Rs 63,Amikacin,100mg
Kuf-go,Werick,Rs 55,,
Kephalexin,Werick,Rs 53,Cephalexin,125mg|5ml
Kefzol,AGP,Rs 86,Cephazolin,500mg
Kefril,Werick,Rs 85,Cephradine,125mg|5ml
Konac,Remington,Rs 40,Diclofenac Sodium,50mg
Karmol,Genix,Rs 80,Paracetamol,1 gm
Kenalog Orabase,GlaxoSmithKline,Rs 135,Triamcinolone,
Ketorex Scalp Lotion 60ml,Neophar,Rs 352,"Ketoconazole, topical",
Ketosteril,Medipak,Rs 910,,
Ketalite,E-Lite,Rs 110,Ketamine,500mg
Ketamax,Haji medicine,Rs 125,Ketamine,500mg
Ketamine inj,Haji medicine,Rs 118,Ketamine,500mg
Ketasol,Indus Pharma,Rs 38,Ketamine,100mg
Ketasol,Indus Pharma,Rs 65,Ketamine,250mg
KM-Lidocaine,Hsc,Rs 676,Lignocaine,2%
Kapen,Kanel Pharma,Rs 150,Gabapentin,300mg
Kozich,Ambrosia,Rs 150,Gabapentin,300mg
Kozich,Ambrosia,Rs 200,Gabapentin,400mg
Klencin Vaginal,Danas,Rs 287,Clindamycin,40gm
Kosart,Pearl,Rs 100,Losartan Potassium,50mg
Kraze,Medicaids,Rs 310,Azithromycin,250mg
Kraze,Medicaids,Rs 215,Azithromycin,200mg
Kemocarb,Atco,"Rs 2,225",Carboplatin,150 mg
Kemocarb,Atco,"Rs 4,450",Carboplatin,450mg
Kalasave,Medisave,Rs 223,Clarithromycin,125mg
Kalasave,Medisave,Rs 240,Clarithromycin,250mg
Kalasave,Medisave,Rs 445,Clarithromycin,500mg
Ketek,Aries,Rs 169,Clarithromycin,250mg
Ketek,Aries,Rs 299,Clarithromycin,500mg
Klabid,Efroze,Rs 200,Clarithromycin,250mg
Klacid,Pharmadic,Rs 223,Clarithromycin,125mg
Klacid,Pharmadic,Rs 273,Clarithromycin,250mg
Klacid,Pharmadic,Rs 498,Clarithromycin,500mg
Klar,Nimrall,Rs 240,Clarithromycin,250mg
Klar,Nimrall,Rs 445,Clarithromycin,500mg
Klaramine,Macquins,Rs 250,Clarithromycin,125mg
Klarazid,Miracle,Rs 240,Clarithromycin,250mg
Klarazid,Miracle,Rs 400,Clarithromycin,500mg
Klarcay,Caylex,Rs 223,Clarithromycin,125mg
Klarcay,Caylex,Rs 240,Clarithromycin,250mg
Klarcay,Caylex,Rs 445,Clarithromycin,500mg
Klarida,Noa Hemis,Rs 190,Clarithromycin,125mg
Klarida,Noa Hemis,Rs 240,Clarithromycin,250mg
Klarida,Noa Hemis,Rs 400,Clarithromycin,500mg
Klaridox,Mediceena,Rs 210,Clarithromycin,125mg
Klaridox,Mediceena,Rs 270,Clarithromycin,250mg
Klaridox,Mediceena,Rs 530,Clarithromycin,500mg
Klarifine,Polyfine,Rs 280,Clarithromycin,125mg
Klarifine,Polyfine,Rs 250,Clarithromycin,250mg
Koncept,Mcolson,Rs 119,Esomeperazole,20mg
Koncept,Mcolson,Rs 198,Esomeperazole,40mg
Koncept,Mcolson,Rs 285,Esomeperazole,40mg
Kepinol Forte,Qintar Pharma,Rs 9,Trimethoprim,160mg|800mg
Klarofid,Regent,Rs 530,Clarithromycin,500mg
Kaytran,Karachi Chemical,Rs 125,Trimethoprim,80mg
Kaytran Ds,Karachi Chemical,Rs 13,Trimethoprim,160mg
Klarifine,Polyfine,Rs 445,Clarithromycin,500mg
Klarimax,Helicon,Rs 165,Clarithromycin,125mg
Klarimax,Helicon,Rs 307,Clarithromycin,250mg
Klarisef,Hansel,Rs 223,Clarithromycin,125mg
Klarisef,Hansel,Rs 240,Clarithromycin,250mg
Klarisef,Hansel,Rs 445,Clarithromycin,500mg
Klarofid,Regent,Rs 260,Clarithromycin,250mg
Klaronil,Akson,Rs 200,Clarithromycin,125mg
Klaronil,Akson,Rs 199,Clarithromycin,250mg
Klaronil,Akson,Rs 340,Clarithromycin,500mg
Klary,Dr.Raza,Rs 230,Clarithromycin,125mg
Klary,Dr.Raza,Rs 250,Clarithromycin,250mg
Klash,Adcare,Rs 370,Clarithromycin,500mg
Klavor,English Pharma,Rs 223,Clarithromycin,125mg
Klavor,English Pharma,Rs 240,Clarithromycin,250mg
Klavor,English Pharma,Rs 445,Clarithromycin,500mg
Kleric,Medizan,Rs 240,Clarithromycin,250mg
Kleric,Medizan,Rs 445,Clarithromycin,500mg
Klencil,Danas,Rs 287,Clindamycin,1%
Kestine,Highnoon,Rs 176,Ebastine,10 mg
Kestine,Highnoon,Rs 296,Ebastine,20 mg
Kami,Goodman,Rs 119,Amikacin,100mg
Kami,Goodman,Rs 382,Amikacin,500mg
Kimdon,Saydon,Rs 125,Amikacin,500mg
Kimsay,Saydon,Rs 125,Amikacin,500mg
Kanagen,Wisdom,Rs 262,Ketoconazole,200mg
Kare,Tagma,Rs 180,Ketoconazole,200mg
Kenzol,Reko,Rs 230,Ketoconazole,200mg
Ketacon,Davis Pharma,Rs 155,Ketoconazole,200mg
Ketone,Genome Pharma,Rs 169,Ketoconazole,200mg
Ketooz,Alliance,Rs 177,Ketoconazole,200mg
Ketor,Saydon,Rs 189,Ketoconazole,200mg
Ketos,Harmann,Rs 186,Ketoconazole,200mg
Ketry,Delta Pharma,Rs 198,Ketoconazole,200mg
Keyned,Nenza,Rs 177,Ketoconazole,200mg
Konazole,Makson,Rs 177,Ketoconazole,200mg
Katifen,PPP,Rs 52,Ketotifen,1mg
Kaylan,Polyfine,Rs 182,Lansoprazole,30mg
Kamflox,Maark,Rs 300,Levofloxacin,500mg
Kavoflox,Rakahposhi,Rs 156,Levofloxacin,250mg
Kavoflox,Rakahposhi,Rs 258,Levofloxacin,500mg
Kingfloxin,Geofman,Rs 174,Levofloxacin,250mg
Kivcin,Honig,Rs 250,Levofloxacin,250mg
Kivcin,Honig,Rs 416,Levofloxacin,500mg
Klust,Rock PhARMA,Rs 138,Levofloxacin,250mg
Klust,Rock PhARMA,Rs 220,Levofloxacin,500mg
Klust,Rock PhARMA,Rs 300,Levofloxacin,750mg
Kaletra,Abbott Laboratories,"Rs 23,000",Lopinavir,133.3mg
Korat,Xenon,Rs 110,Loratadine,10mg
K-Dol,Akson,Rs 102,Ketorolac Trometamol,30mg
Ketrodil,Cirin,Rs 56,Ketorolac Trometamol,10mg
Ketrodil,Cirin,Rs 108,Ketorolac Trometamol,30mg
Kamic,Stanely,Rs 235,Mefenamic Acid,250mg
Kamic Forte,Stanely,Rs 216,Mefenamic Acid,500mg
Kaypan Forte,Karachi Chemical,Rs 13,Mefenamic Acid,500mg
Kemistan Forte,Al Kemy,Rs 6,Mefenamic Acid,500mg
Kaprin,KPL,Rs 3,Paracetamol,200mg
Kanaclor,Bloom Pharma,Rs 313,Cefaclor,250mg
Kanaclor,Bloom Pharma,Rs 554,Cefaclor,500mg
Kefolor,Aries,Rs 117,Cefaclor,250mg
Kefolor,Aries,Rs 205,Cefaclor,500mg
Kefolor,Aries,Rs 147,Cefaclor,125mg|5ml
Kefolor,Aries,Rs 256,Cefaclor,250mg|5ml
Kilbac,Rakahposhi,Rs 194,Cefaclor,250mg
Kilbac,Rakahposhi,Rs 147,Cefaclor,125mg|5ml
Kilbac,Rakahposhi,Rs 256,Cefaclor,250mg|5ml
Kaydrox,Karachi Chemical,Rs 150,Cefadroxil,500mg
Kaydrox,Karachi Chemical,Rs 150,Cefadroxil,250mg|5ml
Klebsil,Paramount,Rs 180,Cefadroxil,500mg
Klebsil,Paramount,Rs 157,Cefadroxil,250mg|5ml
Keflo-4,Paramount,Rs 200,Cefdinir,100mg
Lasix,Sanofi,Rs 115,Furosemide,20mg
Lasix,Sanofi,Rs 192,Furosemide,40mg
Lipiget,Getz Pharma,Rs 319,Atorvastatin calcium trihydrate,10 mg
Lipiget,Getz Pharma,Rs 549,Atorvastatin calcium trihydrate,20 mg
Lipiget,Getz Pharma,Rs 656,Atorvastatin calcium trihydrate,40 mg
Losec 20mg,Barrett,Rs 892,Omeprazole,20mg
Lilac,Getz Pharma,Rs 264,Lactulose,3.35 gm
Lumark  250mg,Searle,Rs 375,Levetiracetam,250mg
Lumark 500mg,Searle,Rs 618,Levetiracetam,500mg
Lipitor,Pfizer,Rs 350,Atorvastatin calcium trihydrate,10mg
Lowplat,Pharm Evo,Rs 253,Clopidogrel Bisulphate,75mg
Lamisil,Novartis,"Rs 2,875",Terbinafine,250mg
Lamisil,Novartis,Rs 955,Terbinafine,125mg
Lerace,Hilton,Rs 348,Levetiracetam,100mg
Lipitor,Pfizer,Rs 550,Atorvastatin calcium trihydrate,20mg
Lowplat Plus,Pharm Evo,Rs 271,Clopidogrel Bisulphate,75mg
Lipitor,Pfizer,Rs 750,Atorvastatin calcium trihydrate,40mg
Levopraid,Pacific Pharma,Rs 203,Levosulpiride,25mg
Laxoberon,Martin Dow Marker,Rs 53,Sodium Picosulphate,5mg
Lacri-lube,Alere,Rs 220,Chlorobutanol,
Lastolip,Wilshire,Rs 335,Atorvastatin calcium trihydrate,20mg
Lincocin,Pfizer,Rs 74,lincomycin,500mg
Lophos Tablets,RG Pharma,Rs 67,Calcium Supplement,
Lochol,Scilife,Rs 225,Atorvastatin calcium trihydrate,10mg
Lescol,Novartis,"Rs 2,243",Fluvastatin,80mg
Levopraid 50mg,Pacific Pharma,Rs 453,Levosulpiride,
Lowplat Plus 150mg,Pharm Evo,Rs 240,Clopidogrel Bisulphate,75mg
Lamisil,GlaxoSmithKline,Rs 298,"Terbinafine, Topical",1%
Lumark 750mg,Searle,Rs 742,Levetiracetam,750mg
Lyta,Getz Pharma,Rs 245,Duloxetine,20 mg
Lastolip,Wilshire,Rs 180,Atorvastatin calcium trihydrate,10mg
Leradip,Himont,Rs 699,Lercanidipine,10mg
Lezra Excel,Excel Health Care,"Rs 2,962",Letrozole,2.5mg
Lipiget EZ,Getz Pharma,Rs 340,Atorvastatin calcium trihydrate,10 mg
Lotepred Forte,Sante,Rs 310,Loteprednol Etabonate,0.5%
